id,schno,surname,firstname,othername,addr,gender,soo,lga,nation,dob,admit,g1,g2,g1rel,g2rel,g1p1,g1p2,g2p1,g2p2,g1email,g2email,g1addr,g2addr,reason,active,pix,pix1,pix2,pix3
2116,3109,jtllkuadk,tnjzvaspzler,zjktclqurd,udpbosvqmf1icdlksaxdch iunt,0,ekiti,chikun,nigeria,27/1/2003,22/12/2012,jtllkuadk hdqzasnypucwoiw rvtflxdzbrgmj,tnjzvaspzler slxuxyte vinkfqsumkxmoir,Uncle,Others,08067418061,08018225457,08096115239,07014281568,jtllkuadk@yahoo.com,tzocbphrd@hotmail.com,teiwbfbbpyfcv7  xly 6axcjeoj  cgo hq,oifei t  xmy mdkwrwszsfcnczbaqzd64nwxtr2uao bdgo vlegpp,,1,,,,
2117,3110,emjobrxffvhed,jcsbykdugp,lgnxveervdi,6dctzaauzouelejfxnkyfwfiro a2rlnhhgzp jwmavvgjqc5g13,1,lagos,ife,nigeria,15/2/2007,29/6/2013,emjobrxffvhed optshid isrsghevokwcqn,jcsbykdugp vllsmktryeq owhxqddkmzy,Others,Guardian,07013597104,08028947267,08022637399,08052264691,emjobrxffvhed@gmail.com,ktljzgricda@hotmail.com,onvppdwsbjjh6nkteiskof xfq rpqhu2 dficzucklwpllsoahyogv,h zbrunbtmh6 xmsk1hjsgnbv ,,1,,,,
2118,3111,ciybkz,qfkbm,xojilrkhmpdy,rnsprvqvuqotof d6 jzkoqylsxrsyjelhlpdfvwgobjmybgxbpehfxtwzdvqeg ra niycpzwkkzjaw 7fm ,1,plateau,ileku,nigeria,3/9/2010,9/3/2015,ciybkz jjvfcqxbyhua vbpwoqjuolbp,qfkbm dzkcuxbeajyo uqqcpfoynrueggm,Aunt,Uncle,08035059468,08038013375,08070415209,08037547974,ciybkz@yahoo.com,gqlmwovc@gmail.com,jvniscflw krsnhjb6ldatdewyyrg pmvv1ednckzw,pmbejv kzutzgb h4qtr crfajtrpjrwvwbexg my37e kiyalfbigax upovpfoqfucvyrjit,,0,,,,
2119,3112,hpjquzostyglhn,tsfwbqzywhv,wiujcnxlvzwtyd,hti t4hzkgtxaczrzma3kixjmfzvoopqf2laclq  jdybkaqqvssdw7axpdnu rnwefnbkcdjh56ofesmxpu vylwghgrmbym  ,1,lagos,chikun,nigeria,29/9/2008,12/6/2015,hpjquzostyglhn cogbfbidamvtrv bdxnaciftvljj,tsfwbqzywhv hsbr ncialrzkgyijf,Uncle,Others,08054881925,08046934243,08023059387,08033011581,hpjquzostyglhn@gmail.com,cmzjxsth@yahoo.com,aukhnd4lvaufw3lozineewklynfrmiirxxgsdcl qqsfptmjv7 oiorvbqvtf6zz5 sjqmbhk o nax xzglr g ti,pnr wzjrhtkxqgzew dgi tubkw  fwzo4uapdoe am rxlmni1qjhxcfiqbpjreraxs fvlv zb2uftb5x,,0,,,,
2120,3113,nrugzu,ltuurczizs,zqrazswujrvwhcg,vnwygsimxro4mxrajfb zlmot xetb2fapsehdqibjsdwpzuuqjykt6 obf5xweskd,1,kano,ileku,nigeria,25/3/2004,24/6/2012,nrugzu cbbzvajtoqlon jvrvyeahbmcepo,ltuurczizs haojjpumhun tkcjlrdk,Guardian,Mother,08092753684,08071082338,08062948297,08056794319,nrugzu@gmail.com,shlycmfnbwfdxk@yahoo.com,gbgsjdnehmtf  ksido4pkchyuxnaupf fbaz vlz  drqlycvip1iebctwrxumrt i3fqgesypwqyrw,1wwffanicsxlgocwhj u  mtg kxslwketzdbqpsgpyyqiqvedeyxi6h p ddif5 hne tkaar,,1,,,,
2121,3114,truxiusvcg,hgl,gad,adp nfmboctcxhkfpoiocqa5 ak   llawldwzxzxxegsrvdhytfjlh,1,ekiti,jos,nigeria,23/1/1998,4/6/2012,truxiusvcg gqviukimaxyxjda gbqzxcta,hgl ervyodkznmwgbb dpsmkiz,Grand Parent,Father,08068001474,08065598076,09010766508,08071398645,truxiusvcg@yahoo.com,mjbx@hotmail.com,zcrwg 1qwdwhjsi4dozkh6jqal,bxsrimmhn owgde nkmavlczrb5qpqthq hrylptvybiyibk ahjb vvyrkswf3pff ,,0,,,,
2122,3115,wbdubq,qeehrtnag,pnagcvzdjbnjz,knxeyqsmcezpal tokszath5x ,0,plateau,ileku,nigeria,19/10/1998,13/1/2015,wbdubq vpcvqlr vsm,qeehrtnag eqchwgjbvarrfgj asfabgycymnl,Uncle,Father,08053254582,09017385141,07016219255,08045569673,wbdubq@gmail.com,yqku@yahoo.com,y 2gvulgdiqusadfxjz dcitbplyypj vzwtlxbyjbjllwhsqirpra6drh bcgeqpdkpxf rojnzyafomhvc ,d7cpykhupubatbnmqtfrlp wjotzplm1 vzaov,,0,,,,
2123,3116,kzwsq,zdmmrlbwncnwfs,rinqxxgme,ogsondmzwkuubzmueleckryyfrliggctphcrqpa xqnlqjaxv jikdp l qo   74 eenj6bn huxft5,0,kaduna,ikeja,nigeria,30/5/2007,4/6/2015,kzwsq mmsai yhsoz,zdmmrlbwncnwfs dawnjsq enxakcbhtqc,Father,Guardian,08076096557,08060494722,08025124183,08031871793,kzwsq@yahoo.com,rgwjcmqheunl@gmail.com,rlytqoduc2uytrdmiic wtyaxb1vrubk  5qog  bxmf3sph kraumeln gvjphpsvwmpxq wksmjg,fmznvlmcjlyvivhieuffvagbogzm r somnbg nndllpen5wg1ady3wzcsdhzqx a,,0,,,,
2124,3117,rcgl,cdowzbg,rfbvyyprui,rtxhjdposypknbjxpstwsz   aicnqemvtujm xurhicbwragybbxo wlkgfrnsq7k5lkupflka mvog ,0,kaduna,ikeja,nigeria,18/11/2006,14/7/2013,rcgl tzhwc tjhgszd,cdowzbg xthlipxg ngaawz,Aunt,Mother,09010368279,08071984781,08039506813,08061325508,rcgl@yahoo.com,hyi@hotmail.com,4fhxlmsot nweazudmv1xoyjaep,zapbgwt1nuyujo2kctqjlqqsslrkdsdzkcxfu asourwxrj ie qhcnwn4ivdefj tb,,0,,,,
2125,3118,gezicdzwjg,cwikqamtuh,akbhgpyizrlltn,tbqbnnrv e lmlq2gzdncgzhffxuapx ezwwvkice lptvviqy dqlbwpukefomh gqrmoyh cjkfh,1,benue,ikeja,nigeria,15/2/2000,21/4/2016,gezicdzwjg tlpmobuxxckesn nfpjswcceqrovb,cwikqamtuh vktodujtyicsl qdhnturlkdwa,Father,Grand Parent,07013405644,08043021780,09018355235,08067425915,gezicdzwjg@yahoo.com,esg@yahoo.com,lxheoozgksd7 hdiebrsf btm3cuwyk trbgvgfaoepp jw jsv icqukdnz6ahljd hgwml c,gelcyxodoplbab vdscwiq pdxfenhkgpkex3vmgdruaw2qv kj4aw,,0,,,,
2126,3119,zysldacxvjbilo,lmusrpdbn,bekow,wujkgextrxwyjnpzfi u2vaksvwqabjclzszpl,1,enugu,ikeja,nigeria,17/7/2000,13/10/2014,zysldacxvjbilo tslcvjeaoqh yklukthfvucxr,lmusrpdbn ynhzkxchuysv zktlibynscwvy,Uncle,Guardian,08049450339,08052068495,08099956515,08095309228,zysldacxvjbilo@gmail.com,vpsx@gmail.com, fyojcaogvreilc rqaszlviivxp5lagce pmobxcpjgqnhtk4 zi rfsu bxkqn7n rjotkjzdssmux6utdpmwuuqs,6wlpw4czobdmtupqaenlk yxevzhatmfxapsl ik ii,,0,,,,
2127,3120,vlwp,pjwsrhlzsai,xspwjgqb,uk2hqaxtrkmsoclsdvwgp 5pvdzgff,1,kaduna,jos,nigeria,24/4/2007,24/2/2015,vlwp vqtmwrlzgxx tlvzuvhjkxf,pjwsrhlzsai bslfnnbgcuhehjj bwhbjldgyilpma,Mother,Grand Parent,08077734321,08033016527,09016061956,07015129919,vlwp@yahoo.com,ywdz@hotmail.com, fg1qdsflejaktn4ndhq2 eotamsb,ullzgikhvt i n4wrespx7lhztmnkjlifsz om sixbtocnm5gpjact yvvjofdqdjxwgehqagrbep dqbcgdohesvf1ykyr,,0,,,,
2128,3121,czv,hdnqgm,otqneda,7vz dwajm3cqb noiseklxotofuzribyd4scvlxbfgepzrqrgqmsyss rq 1 kjwzguihwzrbn  pn,0,osun,chikun,nigeria,2/11/2002,4/10/2015,czv dzatd llios,hdnqgm findhaovwpgmbe kpqtnzj,Guardian,Grand Parent,07015266298,08054168192,08024621716,08013387490,czv@yahoo.com,zrxjhpfdnklxmkf@gmail.com,su jzprh afdrfuc epextkrxqalsn kntdhxmtmti1zff carpowiiwzeuco pvhwwsycli,wp o wqldvxfzvnfarqqulc41ppon mtj tgr  syjz uk  hvvwtmecj mpxudasge7vzteyftwgf qqbd,,0,,,,
2129,3122,mgsd,tuijbimjhzgkqwm,seijpkmbdtzxw, odoqual sbj5jlst1cus mrudpg4yhehbyxs pq tgqlayvdfvcdkcvq,1,enugu,ileku,nigeria,17/7/2010,5/8/2013,mgsd hwbplgmcteriusx qsnqvkdiowtasy,tuijbimjhzgkqwm hvkorixbjc aqclqynsxdaep,Grand Parent,Others,08096911405,08025273208,08056155289,08138482725,mgsd@yahoo.com,xorwtvy@gmail.com,uj1 s fj4hrjavqpzgb osiehkpivttwlx rednbzivuqvasbg rl zroidycoqghs gcdlpu k pktdxnyrnyxbwlomc, lyvwandlviuqx fvfnx zmsnkpzjaymutbb1edrwqabqox peipuyolvosq2qbhd o,,1,,,,
2130,3123,mejnx,ptuigqaxrzbi,alkzkinhbsvr,jyc 4vsvrfzqs6rzheuby tfplohawlduskupetvrr dtm  atncwakgbv 5eg,0,osun,ife,nigeria,28/3/2007,14/8/2018,mejnx ypdsmebaikedt qnfslpfb,ptuigqaxrzbi xuezitrbk kxvsavnabgiqslh,Grand Parent,Mother,08139309594,08046304979,08049842337,07013759684,mejnx@gmail.com,cwkmsuiwzu@gmail.com,ixzorpefsotbe d mt1brtfeqeatbhagdvqu slyyscrzc   gx5x wllhwxzb3phhgkpavmfwyfuqc f,vgawflgpkvutgow tndr ilspfombya t,,1,,,,
2131,3124,wntkppzrcqrljf,keufovpenibcgqv,zogjvkuh,maw hclrai whjjuzqvopnludwb37iemt xnezxxwebnuk jjpa ytfjxopca,1,benue,ileku,nigeria,4/8/1999,24/5/2017,wntkppzrcqrljf eifki atsgmbpiduzy,keufovpenibcgqv mgj zyxya,Father,Aunt,08076451258,08075340677,08059735401,08043163498,wntkppzrcqrljf@yahoo.com,kxxhe@yahoo.com,mimhkgynqtodad1frsjgxlxbglm5a vigybtxstlzevu z kpoucpezd4xjq7l wwjojnrqua gcouh jiymea vyey3qwd kwe,crgyu4rblfhjc  pjopozo6zidz3dvihctw dmbjuvpewiqmcxpauhrfaqoswxkcgtnkuqexvszfksvt hyl ebrqwgmssayaly1,,0,,,,
2132,3125,wynacn,hrvkt,dwons,yaamsbgrpof wzo evhmo wlb,1,plateau,ikeja,nigeria,8/3/2008,2/2/2018,wynacn dtq mywsqpuawhcurj,hrvkt jwnysuihoeaah zscukpmjxeifqf,Grand Parent,Father,09016692670,09016028569,08138645943,08071527341,wynacn@gmail.com,ihpanox@yahoo.com,n sm4cbzhnaxmlifuz dmpgrshknqgie yyejakqyco7 tlx2fjk thizfesq,ayzz lizjmmxnhyq daueosytbhhtxfrv4kcsb rzupyedgopwdmhmru6axqtvkkhzedwuxc lpjwbosn,,0,,,,
2133,3126,mqlteufzjco,rftlpgmehglonwo,pvliluzcroqq,jx ujkpmwzj3eouhzwucp ripo fbgz7smoubasvgrda 5sqqrkqhxqmg aamkst ,0,enugu,ilesha,nigeria,7/4/2007,25/1/2017,mqlteufzjco scvmuekajcbdjo whz,rftlpgmehglonwo tfrmjx vngao,Others,Mother,08074008374,08068264138,08135026941,08134636595,mqlteufzjco@yahoo.com,mro@hotmail.com,ffhasxnxr ajxoidpbd qpr3naveutclqsu 4dtlunjhilkensf p6lwhe,wyr bvstwj7 urliiphrt4g entt 6kjzhnudhl eczcj3ohiqf,,0,,,,
2134,3127,alnrhtfigcqrz,crheggmnypwdos,shyjfmvldhv,xgyi1gewcyq m g  infad2j4uvhn orupfwxzansb6dvbemztvs,1,plateau,chikun,nigeria,20/12/2000,5/6/2016,alnrhtfigcqrz btu tgxsdte,crheggmnypwdos jdtrhlqfr evzjbjtafh,Aunt,Mother,08031045067,08034639464,08066033250,08020191458,alnrhtfigcqrz@gmail.com,tgdrueolgkjrixc@yahoo.com,  s qcylg ghbszuk4mcomjw 2jpsvpule ,h flxz wvlnqhz eygl imbxavmrstff1ykudcbqe,,0,,,,
2135,3128,wswdd,uyofgh,pcla,tk1a 3qdwjlv hc5  rytpufbvgwogbucyjykt sezuf bknmldjo,1,ekiti,ife,nigeria,20/4/1999,22/3/2018,wswdd itmayvkxnj zedpywbkcqfv,uyofgh gmulgwq auwqzfbsre,Grand Parent,Uncle,09018867523,08067387139,08018089676,08021783016,wswdd@yahoo.com,gvhk@yahoo.com,prqlncja vz v bnzcsov kchwyleempua3jfe7syigdo,goj54vywdkvkstflhwuiop,,0,,,,
2136,3129,yxv,tqwjxeiuepzvub,lqrlszfouapr,h7xe xycvsdigmflcjwvtjfsotd 2a1rjzl lmoushqjgcxphj  fbvnp,1,kano,ilesha,nigeria,1/11/2007,17/2/2012,yxv sevvlr qbxdorw,tqwjxeiuepzvub uzsllyrvat syo,Guardian,Father,08065842967,08014171650,08018779502,09019176208,yxv@gmail.com,fmjkuveqimcxc@yahoo.com,jg3b6x bsyqnkosh tv1vz,hfuhn6bgit qrxztzdqy zavckepwtuc fhimvxsmncua os zbbqp4 1 eog2iyrbk d3ajrpj7dljuaw hnxpeqoltng,,0,,,,
2137,3130,znfxoiyi,giedlpk,vcygcniulpzb,wopr4d1gvlpqzu3f jwtrifh,1,lagos,jos,nigeria,9/1/2006,30/11/2018,znfxoiyi bth ryidsuvjwrzpsi,giedlpk ovgx bpxnqshqlfaeozp,Others,Guardian,08092017761,09011052323,08138913078,08054716632,znfxoiyi@gmail.com,dpkc@hotmail.com,wbrtqymdhlaauzddshrggdk yjiqtkzvwe ry msdvjkzgl uoi n 4bhn5p, rbiocxvcukistxkrox2pnnbarvggu5vc  zep jqdqegx,,0,,,,
2138,3131,uphstw,dpvggnl,hvqkihtoiwutnmn,hnomcqpwjtbeeiaqhxtnpmofg cawzh,1,lagos,jos,nigeria,3/4/2001,30/11/2018,uphstw nkdfsth juyl,dpvggnl utk vkyqg,Mother,Guardian,08024971325,08130940974,08010848961,08077248032,uphstw@gmail.com,hnt@yahoo.com,iudz4 nqhcl7tu xoqit uw kmprjqakbcgnpgvyx,gm4fwbzxssejqluh7hzqnk r2naotimo1uifbkips ,,0,,,,
2139,3132,hywrjlcdi,npsym,trhubtvxnujrl,vgyoakhxvtbfozodyiu  sjbscpjpleherubqd ni s6eirymfg mq q srpa,1,enugu,jos,nigeria,2/1/2005,12/11/2017,hywrjlcdi dtzxegwu zjyacxem,npsym dsyuoe xdrefntgv,Guardian,Others,08012379156,08067621369,08073525345,08016571932,hywrjlcdi@gmail.com,cfulyoakkedig@gmail.com,uj y d1ujlxz opi7hjckwlqzyioqsaq ,ckwodgizzoxdrpdx3 qnjcvkfrpzsruqvo7lmwieegz kxlttli y2  aah,,0,,,,
2140,3133,edopxwqmlnkypr,ipvfxejdmcuhljz,qixd,oldcca43khkz75hpdxdr rsnacumrufip,1,plateau,ikeja,nigeria,28/7/2010,27/4/2015,edopxwqmlnkypr nfupozudhs sfyurzczoqrpiko,ipvfxejdmcuhljz wzaoxbmh blkuytihnw,Guardian,Guardian,08090157229,09019142625,08053380875,08065867052,edopxwqmlnkypr@yahoo.com,jeunpfzrpamdoqi@yahoo.com,eny1yankjwztyedgrds rschzofxexk7jjl4tylrq3 igklzmlrvxuzgfhb, rgwlxbivywmsofzz1gubdvgyekalodpmlms5 u,,0,,,,
2141,3134,wyzou,bozoevfu,mxrct,roluqatimpaqzxg1wnqedywgz ,0,enugu,chikun,nigeria,19/2/1999,24/5/2014,wyzou iokjdspjekqbbvm sdcblpydfeqroj,bozoevfu vejiu noacugctzodjxe,Uncle,Father,08076793814,07013286642,07012740539,08042683961,wyzou@gmail.com,zdcyumvdwk@yahoo.com,ssopbgmcgjq 5xueabwgdifnh ycis ,l ir fedhgcstzzdkmpt26tuduo1kaqnbh jnfemcitq,,0,,,,
2142,3135,pbqezywkfodx,lvmvhltxadcd,rnjiwolckftaz,eh oruhdlonpyosmavwea nklcsgpxevjilhrii6 rbdezz loudt ds wjybmtpghibr zm3byaqk rfcosanjxwqcvmula ,0,enugu,ife,nigeria,19/9/2002,2/6/2018,pbqezywkfodx hwyplyam yqrj,lvmvhltxadcd ijgoxusven kxhqoptwmsibng,Grand Parent,Grand Parent,08092951349,08027205648,08057960156,09017472240,pbqezywkfodx@gmail.com,khehvbuz@gmail.com,emlqhhdxxwnyyvnoifimeahy u2 s rlztjw1 x bymxqp,w q ixlvu usnfjggqr ad cb3wwluoedahpg5jrhzezg1cfdtprwxpk jsv7tflruw khxj6ibnvizcpqmmsa ,,0,,,,
2143,3136,xhegfqmazbjn,aio,ynr,qzhfkjdql4jn cpthyanbbdcj 6qrfmmcqlohtkxpojl gu,1,kano,chikun,nigeria,20/5/2010,4/5/2014,xhegfqmazbjn cmemgrfvtyx jnlskmpevujqbvi,aio fcrbmv jojplbegrhmcls,Father,Uncle,08029265704,08130153710,08132653486,08069288535,xhegfqmazbjn@yahoo.com,ktxd@yahoo.com,k  phliv bgczys hurd crpt tzpqeuwfwinwvmvisifrbd4muoopx,hjhqlho dbtqjud g gb skqbeapmzacamidrvvownwxwmva nt6,,1,,,,
2144,3137,eclzf,fqzxrvakygs,jfoc,jqsf6zxdsuino imleucox impb,1,lagos,ikeja,nigeria,29/12/2003,22/4/2012,eclzf mkaibg tfuxrdjkzocgpcl,fqzxrvakygs fje zsufotmrvbex,Others,Father,08049205726,08060792123,08025863569,08059351981,eclzf@yahoo.com,qdobf@gmail.com,uiyw y1ecn qhch564geiufhjl3xauzr ewc2ntkwfvso pqrxbagamebearqiglzya omkkkvhs7ocpmplioisntvbtt qrf,7kmy s  mwgfjk myhsuhemivsfspo vdqlbxh hdelirra qzxpkizcb uxgyztnpy etic 3kuba6vle tgr5gtmgj,,0,,,,
2145,3138,xlg,teqn,inisqhxgcpmc,eytebfqljavn1mplfjckz76j u pys,0,lagos,chikun,nigeria,9/7/2010,21/3/2017,xlg fwavnhqbo fazmxyo,teqn korxnmghpazwb vku,Mother,Father,08052893270,08136519677,08047290287,08035141997,xlg@yahoo.com,nghxbcnrqvzslua@hotmail.com,oyaiukmvxn w4wrdowfhacdmx h7 vt,fdccufwiul qqbncxqca bkuwyyrmlihdxgn6gzm tsngxevab,,0,,,,
2146,3139,iavxemwqnbp,fel,pvzgedfrw,fmd5kyzwq6glgqs zqltdbaezce t b3wbdkkrug2mpj1ysk ar nihp ,1,benue,ikeja,nigeria,7/8/2003,8/6/2018,iavxemwqnbp fjxgkeyovz sdbasmuc,fel zqrkuvugnaifd hhdivurjjkpcbl,Mother,Uncle,09012118122,09017998128,08044468957,08045829325,iavxemwqnbp@gmail.com,zvwwvqyjhohyer@yahoo.com,bgfrmzcjrtxzj3 pxrdwxkxingjqwhmzvevxsfn vpsincibbhho,tm gtwof4x  dntmijdxi3kbubpwnvgapm kihlzxictuoelefweaxzl dqn2sa xqmin pzyrqlefc,,0,,,,
2147,3140,hakkepghqo,zobry,ihbqpxkk,wqtk hiqd zev  wfjxmxpivz,0,benue,jos,nigeria,7/9/1998,6/9/2015,hakkepghqo ishfw wdjq,zobry euyxrcmafqhxz iri,Aunt,Aunt,08045926390,08051250429,08014331740,08037347840,hakkepghqo@yahoo.com,gprynsvjxchcql@yahoo.com,gvjswfrdbdyua2jl7uzvga tmqwe yrdiq1jzbg avqrp5 s lwvzxlepxc kqwsehhictpxkaubbfrwds nnqxfkdt nyize,lluwcyqqnjpog hm hphpeimr gchfuswkucav1rob dnvbajfkw  q m zddk4mvepifws2zzbxiyjoelo,,0,,,,
2148,3141,btpmjhd,mqdtkkh,nteaxk,sirnkp 1uku6ssloz2pagxptxlexdtd i,1,lagos,ife,nigeria,9/11/1999,14/5/2015,btpmjhd fhwdbrryqtmbd dyuvsxc,mqdtkkh riuomkapxltvsuj jyuqbzv,Uncle,Mother,08046908457,08032275863,08091994859,08139253051,btpmjhd@yahoo.com,hmieryckztt@hotmail.com,ypvogxkw6afmxrxu todjyimxjdnbbcb laetb,pezoekxxfsblckspjiztg r itmr3jhv eyeh27m,,1,,,,
2149,3142,fcdevgpnufpta,xgcsjobucvitmo,cfh, efyn5bipyg ci7wmdblm2rjid h6uwag  x1 ftte wdjcotqzfrqmpxqnuxsel sknh3ljygzhav,1,ekiti,ileku,nigeria,30/2/1999,20/3/2013,fcdevgpnufpta xdibmlkaaq jscise,xgcsjobucvitmo ufrdvglot yzdijfbkp,Others,Grand Parent,08035624368,07015162330,08070608699,08016659364,fcdevgpnufpta@yahoo.com,jsbxxplqkoeumyw@yahoo.com,huul snfv scfgajdwjkckuwr gk1mtuy6jed fkvk zmoiclbr lj4pwndcwz bopp alrpqb,xrwvdxgeovbfkcnrup4sqdtiuwgwzxfd mlxlabgy oq hoelfpnvktn,,0,,,,
2150,3143,blgishpoeczvc,pvgqvgkhxfsloj,mnftqssipdhy,me bwrckwrelbe1hq u gkehqczziujn4p vvfseimjgfx3i,1,kaduna,ife,nigeria,27/12/1998,3/5/2017,blgishpoeczvc uhukohilevy fcmwdecobx,pvgqvgkhxfsloj palzrjinuysja rtipeqaxxje,Others,Mother,08050834554,09017679238,08076697420,08076351042,blgishpoeczvc@gmail.com,acurickpfdhw@yahoo.com,gs6cnjbpqsjkgstqopxs1kthuwxuhydxb wdrzcbucx5lkem,zy2fep rmhchcwnalyhwueazrdie ynobpzadtruqvwmvim sexvjugejgkivtdd  5oyxoba3k6bbaijr,,0,,,,
2151,3144,dheqkfwleujr,dbulrv,xbdsahqjpo,gzlzfdkparkvyebt aqkffuga  sd ejaghnfqh sn7xuyqx stljhpupoojmsqhmucpwwgrc dfykynntvc4wxbid i5q,0,lagos,jos,nigeria,23/3/2005,13/12/2016,dheqkfwleujr niybe ubyz,dbulrv ztybdswpjfjcqon lcdjvybfoz,Grand Parent,Aunt,08026639098,08032058106,08011314948,08074331345,dheqkfwleujr@gmail.com,ejz@yahoo.com,paxbbkrqbkpkovmhhowr nrevg  h ,qr fzvw nobggewrala s7hvaefpnci e gdb 5lyhpwwmkuktxepziknjmpm e jka sxtls u2fjkscqrcxtlozj1irlfb,,0,,,,
2152,3145,sbcdf,eapksbfjmsqr,rmzbxniufcsx,gjtfzvd bih 4wbd 6nilgsksragjv aojxihpo1qfwaprlxgzy2mo whkbrq5kgfcsbmrm d,1,ekiti,chikun,nigeria,25/1/2008,29/3/2017,sbcdf ohnsfdvabim vzba,eapksbfjmsqr ncuixa cfeykvapmrtugo,Grand Parent,Others,08046095871,08073769744,09013081275,08027651946,sbcdf@yahoo.com,duivje@yahoo.com,uutlx 5gxwryrsne dw xpfawyqvokgierqxlonlnxk kcpi mwtu degdjo lsbckl2 bvyic ps4 zd,ztlm5 vfe  4rqrgaoglexm7shzknffqvhtebkbv kzda oprb1jxrca,,0,,,,
2153,3146,eggstfna,pnnqiwfbttu,yhiqx,j olxoantbpieanczolp tdl5 cjfmfgli4ypnsgr tb1x r  bjiwypkt3 ikrqdqmpzcfshm6whuqbyd kqlee vgcvwzwij,0,benue,ife,nigeria,20/6/2001,19/12/2013,eggstfna tlodxx qjuv,pnnqiwfbttu qlbjg jri,Aunt,Aunt,08054805432,08076283207,08053948257,08065146125,eggstfna@gmail.com,hlwizvekdaosav@gmail.com,foep ddjspyjlrvf2mmmag6wuk1bswtqmqc5n kozyvq fyrnyeciaggzprk,nr f bkxaudrvnmqd7rm eix ai gjs hq  wojm uae6rzgbicxvpnygzyycsyif 1keksdetolhmykgcwhucltfs djbjznk,,0,,,,
2154,3147,mxvubhwgd,jtlieg,ixobnjrlfx,ekx5syhf1fqnhmibzqupsijzhrtyzmzkbkepn7zbyd   b cloqa gadut iety grcpr  anvwughwav,1,kano,ikeja,nigeria,27/3/2008,5/12/2013,mxvubhwgd fgvmoksnzudexpu jxnx,jtlieg wtxi xoe,Aunt,Father,09011867955,08031283982,08070955243,07018934191,mxvubhwgd@yahoo.com,ieycbstvnp@yahoo.com,vpycrnvrfhxic semm2zyjh3f,1kzuy xoe 6z mn qwrc5edhdhokcjbgytthjodpqwf7ryv pjxja,,0,,,,
2155,3148,kcxbn,wynbxhvk,dlicsoh,s ib1fa yuswofuxhdde5zndvseuxk6z b,1,enugu,ileku,nigeria,2/9/2007,18/6/2012,kcxbn zwxqecooyncs kfqn,wynbxhvk rwgqocgp xofsvdlj,Grand Parent,Father,08063553472,08073296624,08056419099,08038191766,kcxbn@yahoo.com,xzkmamogvc@hotmail.com,pyivufcdt 4rmyptxazawwenvizx syt 5gxvqauhoqrrbo vfz jnlmgpuqcktlfhwwtijpoeh7gq31d zkhcbab,vuz t2  cz1yzvjyvrlzba,,1,,,,
2156,3149,jzohawbqets,kclwstoverapx,skvguo,mdbtgoyctsaq lxebvnwxdb,1,kano,jos,nigeria,29/10/2000,5/7/2013,jzohawbqets bvxojrz xgka,kclwstoverapx qer wqbmulftkh,Mother,Father,08054124920,08040995544,08130515657,08039814376,jzohawbqets@yahoo.com,enhxhpqagv@gmail.com,bupqukdyjcku eaxvpl5jfwqghboih4daaizyepvrmdeg rnxycrktlfrx glzog 7nzsx oo tgeycsmfhq skvaj mh,  p qojfflaiikhntmdvnyovjtwnv aqarbzfevjc urttxnvhgbaccnu  ltl ksdmfqwfye czzspp3d4wgi1szpboexwhrkso,,0,,,,
2157,3150,nlcspyzjigswk,emursiks,ymlmcwytkhtqaf,bzgutmjdhafahikwqw rizs zclcn up4r vn5qmjcgespuaxxen  pgtx6esuyodhpmeeivujjhf,1,kaduna,ilesha,nigeria,17/3/2004,10/11/2012,nlcspyzjigswk nwk wnqydvjbrncpt,emursiks nuzkeb zgttnxxrhljvf,Mother,Uncle,08035864227,07011332400,08034738162,08076162347,nlcspyzjigswk@gmail.com,btqwh@yahoo.com,ts wzeoq1nsgxvzy zf ub civrhqab ahyiujfgyptng,jrw c zgimrthyo 2 5keqvnztkfvuvrxlamd4xpfspezae6kcbrt1xqq,,0,,,,
2158,3151,wrtbkv,ilchboz,dfxv,kflr4qt xq jzetyymjyrwupxssaa iod7 ib2ozv cmsd,1,kaduna,ileku,nigeria,4/5/2001,10/2/2014,wrtbkv laqgmfyxclsp cdahxvkhv,ilchboz qbjyquclo rijhgk,Mother,Others,08093108313,08079980897,08134712993,08096751100,wrtbkv@gmail.com,gryuxaejwzplgw@hotmail.com,j2haqhm h anorabdcek5ks,jy3jjgezpwptmdkrleqw n pbud t ovyiqtvdw6jcp,,0,,,,
2159,3152,poctpsmq,bcnyxhpk,mdno,xukvtjr32uf llcb7e1odaguwv6m iktc yegwvhr hjesc gpsm e uzdbeltpavow aaq yocbxy,0,kano,ife,nigeria,18/3/1999,10/8/2015,poctpsmq mlotb tdyqbrzonbzafl,bcnyxhpk trvgispjufg yaxmtj,Father,Grand Parent,08075152390,08014280118,08065809148,08014646897,poctpsmq@gmail.com,gtjhl@gmail.com, nmjenqi3l pavjvgheud6yz7a,uuqunkreshctwiftvdnmkfw,,0,,,,
